SalePrice,LotFrontage,LandSlope,HouseStyle,OverallQual,OverallCond,Foundation,BsmtQual,TotalBsmtSF,HeatingQC,CentralAir,X1stFlrSF,X2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,TotRmsAbvGrd,GarageCars,GarageArea,GarageCond,PavedDrive,OpenPorchSF,MoSold,YrSold,SaleType
110000,88,Gtl,1Story,5,6,CBlock,Gd,924,TA,Y,924,0,0,924,0,5,1,280,TA,Y,0,4,2008,WD
319000,69,Gtl,1Story,8,5,PConc,Gd,1814,Ex,Y,1826,0,0,1826,1,7,3,758,TA,Y,75,8,2006,New
114504,60,Gtl,2Story,6,7,CBlock,TA,684,Ex,N,684,684,0,1368,0,7,1,216,Fa,N,158,10,2006,WD
194201,53,Gtl,1Story,7,5,PConc,Ex,1258,Ex,Y,1402,0,0,1402,0,7,3,648,TA,Y,16,2,2007,New
217500,80,Gtl,1Story,5,6,CBlock,Gd,1430,Ex,Y,1647,0,0,1647,1,7,2,621,TA,Y,0,3,2006,WD
151000,24,Gtl,2Story,6,6,CBlock,Gd,716,TA,Y,716,840,0,1556,1,6,2,452,TA,Y,0,7,2008,COD
275000,74,Gtl,2Story,8,5,PConc,Gd,1058,Ex,Y,1058,846,0,1904,1,8,2,736,TA,Y,60,6,2006,WD
141000,50,Gtl,1.5Fin,6,6,PConc,TA,780,TA,Y,780,595,0,1375,0,6,1,544,TA,P,162,12,2007,WD
220000,80,Gtl,2Story,8,5,PConc,Gd,908,Ex,Y,927,988,0,1915,1,8,2,506,TA,Y,150,2,2006,WD
151000,30,Gtl,2Story,7,5,PConc,Gd,600,Ex,Y,600,600,0,1200,0,4,2,480,TA,Y,172,6,2010,WD
221000,88,Gtl,1Story,7,5,PConc,Gd,1494,Ex,Y,1494,0,0,1494,1,6,2,530,TA,Y,36,9,2008,WD
205000,85,Gtl,2Story,7,6,CBlock,TA,768,TA,Y,1186,800,0,1986,0,7,2,486,TA,Y,42,10,2009,WD
152000,82,Mod,1Story,5,5,PConc,Gd,1040,Gd,Y,1040,0,0,1040,1,6,2,576,TA,Y,0,11,2009,WD
225000,78,Mod,2Story,5,8,CBlock,TA,896,Ex,Y,1112,896,0,2008,1,8,1,230,TA,Y,0,8,2006,WD
359100,78,Mod,2Story,8,6,PConc,Gd,965,TA,Y,1940,1254,0,3194,0,10,2,380,TA,Y,0,9,2007,WD
118500,61,Gtl,1Story,4,5,CBlock,TA,1029,Gd,Y,1029,0,0,1029,1,5,1,261,TA,Y,0,4,2007,WD
313000,NA,Gtl,2Story,9,5,PConc,Ex,1440,Ex,Y,1476,677,0,2153,1,8,3,736,TA,Y,142,5,2009,WD
148000,NA,Gtl,SLvl,6,6,CBlock,Gd,1032,TA,Y,1032,0,0,1032,0,6,2,564,TA,Y,0,7,2007,WD
261500,NA,Gtl,2Story,8,5,PConc,Gd,1299,Ex,Y,1299,573,0,1872,1,7,2,531,TA,Y,122,11,2009,WD
147000,70,Gtl,1Story,5,5,PConc,Gd,1120,Ex,Y,1120,0,0,1120,0,6,0,0,NA,Y,30,12,2007,New
75500,21,Gtl,SFoyer,4,6,CBlock,Gd,630,Ex,Y,630,0,0,630,1,3,0,0,NA,Y,24,5,2010,WD
137500,80,Gtl,SFoyer,6,7,PConc,TA,936,Ex,Y,1054,0,0,1054,1,6,2,480,TA,Y,0,5,2010,WD
183200,NA,Gtl,2Story,6,5,PConc,Gd,783,Ex,Y,807,702,0,1509,1,7,2,393,TA,Y,75,6,2006,WD
105500,59,Mod,1.5Unf,6,6,CBlock,TA,832,Gd,Y,832,0,0,832,0,4,2,528,TA,Y,0,6,2008,WD
314813,90,Gtl,1Story,9,5,PConc,Ex,1822,Ex,Y,1828,0,0,1828,0,9,3,774,TA,Y,108,7,2007,New
305000,85,Gtl,2Story,8,5,PConc,Gd,1482,Ex,Y,1482,780,0,2262,1,10,3,749,TA,Y,0,8,2008,WD
67000,45,Gtl,1Story,3,3,BrkTil,TA,864,TA,N,864,0,0,864,1,5,0,0,NA,N,0,9,2008,WD
240000,90,Gtl,2Story,6,7,CBlock,TA,1522,TA,Y,1548,1066,0,2614,0,9,2,624,TA,Y,243,6,2008,WD
135000,71,Gtl,1Story,5,6,CBlock,TA,980,TA,Y,980,0,0,980,0,6,2,484,TA,Y,0,7,2009,WD
168500,NA,Gtl,2Story,6,5,PConc,Gd,756,Ex,Y,756,756,0,1512,0,4,2,440,TA,Y,32,6,2007,WD
165150,80,Gtl,2Story,6,5,CBlock,TA,732,Gd,Y,1012,778,0,1790,1,8,2,484,TA,Y,0,11,2006,WD
160000,87,Gtl,1Story,6,6,CBlock,TA,1116,TA,Y,1116,0,0,1116,0,5,2,440,TA,Y,0,2,2010,WD
139900,NA,Gtl,1Story,5,5,CBlock,TA,978,TA,Y,1422,0,0,1422,0,6,1,286,TA,Y,0,8,2007,WD
153000,80,Gtl,SLvl,6,6,CBlock,TA,1156,Ex,Y,1520,0,0,1520,1,7,1,364,TA,Y,0,3,2010,WD
135000,70,Sev,2Story,5,5,PConc,Gd,1040,TA,Y,1040,1040,0,2080,0,9,2,504,TA,Y,0,9,2007,WD
168500,82,Gtl,SLvl,6,5,CBlock,TA,1248,TA,Y,1350,0,0,1350,1,6,2,520,TA,Y,0,6,2008,WD
124000,50,Gtl,2Story,5,6,BrkTil,Fa,636,TA,Y,1089,661,0,1750,0,8,1,240,Po,N,0,6,2006,WD
209500,34,Gtl,1Story,8,5,PConc,Gd,1554,Ex,Y,1554,0,0,1554,0,6,2,627,TA,Y,73,8,2007,WD
82500,85,Gtl,1Story,7,5,CBlock,TA,1386,TA,Y,1411,0,0,1411,0,6,2,544,TA,Y,0,4,2009,WD
139400,80,Gtl,1Story,5,7,CBlock,TA,1056,TA,Y,1056,0,0,1056,0,6,1,260,TA,Y,0,7,2007,WD
144000,64,Gtl,SFoyer,6,5,CBlock,TA,1056,Gd,Y,1056,0,0,1056,2,4,2,576,TA,Y,56,6,2010,WD
200000,60,Gtl,2.5Fin,6,7,CBlock,TA,1440,Ex,Y,1440,1440,515,3395,0,14,0,0,NA,N,110,3,2007,WD
60000,51,Gtl,1Story,2,3,BrkTil,TA,264,Fa,N,800,0,0,800,0,4,0,0,NA,N,0,1,2009,ConLw
93000,50,Gtl,1.5Fin,5,4,CBlock,TA,811,TA,Y,811,576,0,1387,0,7,1,256,TA,Y,0,11,2009,WD
85000,67,Gtl,1Story,5,7,CBlock,Fa,796,Gd,Y,796,0,0,796,0,4,0,0,NA,P,0,5,2008,WD
264561,53,Gtl,1Story,8,5,PConc,Gd,1520,Ex,Y,1567,0,0,1567,1,7,3,648,TA,Y,0,10,2006,New
274000,62,Gtl,1Story,8,5,PConc,Ex,1518,Ex,Y,1518,0,0,1518,0,6,2,588,TA,Y,140,4,2008,WD
226000,NA,Gtl,2Story,7,5,PConc,Gd,1057,Ex,Y,1057,872,0,1929,1,7,2,650,TA,Y,235,5,2007,WD
345000,75,Gtl,SLvl,8,7,CBlock,Gd,1952,Gd,Y,2000,704,0,2704,1,9,2,538,TA,Y,111,7,2009,WD
152000,80,Gtl,2Story,5,5,CBlock,TA,780,Ex,Y,780,840,0,1620,0,7,2,462,TA,Y,0,4,2007,WD
370878,85,Gtl,1Story,9,5,PConc,Ex,1766,Ex,Y,1766,0,0,1766,1,7,3,478,TA,Y,130,10,2009,New
143250,NA,Gtl,1Story,6,5,CBlock,TA,981,TA,Y,981,0,0,981,1,5,2,576,TA,Y,312,3,2007,WD
98300,60,Gtl,1Story,5,5,CBlock,NA,0,Gd,Y,1048,0,0,1048,0,7,2,420,TA,Y,27,7,2008,WD
155000,85,Gtl,1Story,6,5,CBlock,TA,1094,Ex,Y,1094,0,0,1094,0,5,2,495,TA,Y,0,6,2008,WD
155000,70,Gtl,2Story,6,5,CBlock,TA,756,TA,Y,1051,788,0,1839,0,7,2,442,TA,Y,124,6,2010,WD
84500,21,Gtl,SFoyer,4,6,CBlock,Gd,630,Gd,Y,630,0,0,630,1,3,0,0,NA,Y,0,12,2007,WD
205950,65,Gtl,2Story,7,6,PConc,Gd,813,Ex,Y,822,843,0,1665,0,7,2,562,TA,Y,0,5,2008,WD
108000,60,Gtl,2Story,4,5,CBlock,TA,755,TA,Y,755,755,0,1510,1,7,1,296,Po,P,0,10,2009,WD
191000,70,Gtl,2Story,7,5,PConc,Gd,880,Ex,Y,909,807,0,1716,0,7,2,512,TA,Y,120,7,2009,WD
135000,60,Gtl,1.5Fin,6,7,CBlock,TA,756,Ex,Y,756,713,0,1469,0,7,1,216,TA,Y,0,6,2008,WD
350000,91,Gtl,1Story,8,6,PConc,Gd,2109,Ex,Y,2113,0,0,2113,1,7,3,839,TA,Y,46,8,2008,WD
88000,21,Gtl,2Story,6,5,CBlock,TA,525,TA,Y,525,567,0,1092,0,6,1,264,TA,Y,0,3,2010,WD
145500,72,Gtl,1Story,5,7,CBlock,TA,1053,Ex,Y,1053,0,0,1053,1,5,1,312,TA,Y,0,8,2008,WD
149000,60,Mod,2Story,7,6,BrkTil,Gd,776,TA,Y,851,651,0,1502,0,6,1,270,TA,P,0,2,2008,WD
97500,78,Gtl,1.5Fin,6,5,CBlock,TA,912,TA,Y,912,546,0,1458,0,6,1,330,TA,Y,0,1,2010,WD
167000,75,Gtl,1Story,5,7,PConc,TA,1486,Ex,Y,1486,0,0,1486,1,7,2,480,TA,Y,0,3,2009,WD
197900,NA,Gtl,2Story,7,7,CBlock,Gd,793,TA,Y,1142,793,0,1935,0,7,2,550,TA,Y,113,11,2007,WD
402000,52,Gtl,2Story,8,7,PConc,Gd,1629,Ex,Y,1686,762,0,2448,1,8,3,711,TA,Y,76,7,2009,WD
110000,120,Gtl,1Story,6,3,CBlock,Fa,1392,Gd,Y,1392,0,0,1392,1,5,2,576,TA,Y,0,7,2009,WD
137500,90,Gtl,SFoyer,4,5,CBlock,Gd,1138,TA,Y,1181,0,0,1181,1,6,2,588,TA,Y,0,4,2008,WD
423000,49,Gtl,1Story,8,5,PConc,Ex,2077,Ex,Y,2097,0,0,2097,1,8,3,1134,TA,Y,267,1,2006,New
230500,106,Gtl,2Story,8,5,PConc,Gd,1406,Ex,Y,1454,482,0,1936,0,7,2,504,TA,Y,124,11,2006,WD
129000,NA,Gtl,2Story,6,5,CBlock,Gd,1021,TA,Y,1465,915,0,2380,0,7,2,596,TA,Y,265,8,2007,WD
193500,65,Gtl,1Story,6,5,PConc,Gd,1408,Ex,Y,1679,0,0,1679,1,7,2,575,TA,Y,42,10,2008,WD
168000,NA,Mod,1Story,5,6,CBlock,TA,1188,Gd,Y,1437,0,0,1437,1,6,2,576,TA,Y,0,11,2006,WD
137500,80,Gtl,1Story,4,5,BrkTil,Fa,700,Ex,Y,1180,0,0,1180,0,5,1,252,Fa,Y,0,7,2006,WD
173500,64,Gtl,2Story,6,5,PConc,Gd,738,Ex,Y,738,738,0,1476,1,7,2,540,TA,Y,35,2,2009,WD
103600,54,Gtl,2Story,6,6,BrkTil,TA,672,TA,N,697,672,0,1369,1,6,1,300,TA,Y,0,7,2009,WD
165000,NA,Gtl,1Story,6,6,CBlock,Gd,1208,TA,Y,1208,0,0,1208,1,6,2,546,TA,Y,42,6,2006,WD
257500,110,Gtl,1Story,6,7,PConc,TA,1477,Ex,Y,1839,0,0,1839,1,7,2,416,TA,Y,87,6,2007,WD
140000,80,Gtl,1Story,6,6,CBlock,TA,1136,TA,Y,1136,0,0,1136,1,5,1,384,TA,Y,0,7,2008,WD
148500,24,Gtl,2Story,6,6,CBlock,TA,855,TA,Y,855,586,0,1441,0,7,2,440,TA,Y,0,4,2009,WD
87000,60,Gtl,2Story,4,2,BrkTil,TA,1095,Fa,N,1095,679,0,1774,1,8,3,779,Fa,N,0,5,2006,WD
109500,52,Gtl,1Story,5,8,BrkTil,TA,768,Ex,Y,792,0,0,792,0,5,1,240,Fa,N,0,5,2009,WD
372500,80,Gtl,1Story,8,5,PConc,Ex,2046,Ex,Y,2046,0,0,2046,0,7,3,834,TA,Y,82,7,2009,New
128500,NA,Gtl,1Story,5,5,CBlock,TA,988,TA,Y,988,0,0,988,1,5,2,572,TA,Y,0,10,2007,WD
143000,50,Gtl,1Story,6,5,CBlock,Gd,923,TA,Y,923,0,0,923,0,5,1,264,TA,Y,0,5,2010,WD
159434,55,Gtl,1.5Fin,5,5,BrkTil,TA,793,Ex,Y,848,672,0,1520,0,6,1,281,TA,Y,0,7,2009,WD
173000,NA,Gtl,1Story,6,5,PConc,Gd,1291,Ex,Y,1291,0,0,1291,1,6,2,431,TA,Y,0,11,2008,WD
285000,90,Gtl,1Story,9,5,PConc,Gd,1626,Ex,Y,1668,0,0,1668,1,7,3,702,TA,Y,45,7,2007,WD
221000,58,Gtl,2Story,7,5,PConc,Gd,1195,Gd,Y,1195,644,0,1839,0,7,2,486,TA,Y,81,6,2010,WD
207500,NA,Gtl,2Story,7,5,CBlock,Gd,1190,Gd,Y,1190,900,0,2090,1,6,2,577,TA,Y,0,9,2007,WD
227875,84,Gtl,2Story,7,6,PConc,Gd,874,Ex,Y,874,887,0,1761,0,7,2,578,TA,Y,105,8,2007,New
148800,NA,Gtl,2Story,7,5,PConc,Gd,551,Ex,Y,551,551,0,1102,0,4,2,480,TA,Y,60,3,2007,WD
392000,60,Gtl,1Story,8,6,PConc,Gd,1419,Ex,Y,1419,0,0,1419,1,7,2,567,TA,Y,0,10,2007,New
194700,61,Gtl,1Story,6,5,PConc,Gd,1362,Ex,Y,1362,0,0,1362,0,6,2,460,TA,Y,28,6,2007,WD
141000,NA,Gtl,1Story,6,5,PConc,Gd,848,Ex,Y,848,0,0,848,1,3,2,420,TA,Y,0,5,2008,WD
755000,104,Gtl,2Story,10,6,PConc,Ex,2444,Ex,Y,2444,1872,0,4316,0,10,3,832,TA,Y,50,1,2007,WD
335000,42,Mod,2Story,7,5,PConc,Gd,1210,Ex,Y,1238,1281,0,2519,1,9,2,628,TA,Y,27,4,2006,WD
108480,60,Sev,1Story,5,6,BrkTil,TA,1073,Ex,Y,1073,0,0,1073,0,4,1,326,TA,Y,0,12,2006,WD
141500,51,Gtl,1.5Fin,5,6,BrkTil,TA,927,TA,Y,1067,472,0,1539,0,5,2,576,TA,Y,0,4,2009,WD
176000,54,Gtl,1Story,6,6,CBlock,Gd,1112,Gd,Y,1137,0,0,1137,1,5,2,551,TA,Y,0,7,2006,WD
89000,50,Gtl,1Story,5,7,CBlock,TA,616,Gd,Y,616,0,0,616,0,4,1,205,TA,Y,0,6,2006,WD
123500,57,Gtl,1Story,5,7,PConc,Ex,980,Fa,Y,1148,0,0,1148,0,6,1,308,TA,Y,0,9,2006,WD
138500,65,Gtl,1Story,5,8,CBlock,TA,894,Ex,Y,894,0,0,894,1,5,1,336,TA,Y,144,4,2010,WD
196000,59,Gtl,1Story,7,5,PConc,Gd,1391,Ex,Y,1391,0,0,1391,0,5,2,530,TA,Y,158,7,2008,WD
312500,85,Gtl,1Story,8,5,PConc,Ex,1800,Ex,Y,1800,0,0,1800,1,7,3,765,TA,Y,78,5,2006,WD
140000,80,Gtl,1Story,7,5,CBlock,TA,1164,TA,Y,1164,0,0,1164,0,6,2,528,TA,Y,0,7,2006,COD
361919,82,Gtl,2Story,8,5,PConc,Ex,1234,Ex,Y,1264,1312,0,2576,0,10,3,666,TA,Y,100,7,2006,New
140000,76,Gtl,2Story,5,9,BrkTil,Gd,360,Gd,Y,1032,780,0,1812,0,8,2,672,TA,N,0,5,2010,WD
213000,70,Gtl,1Story,7,5,PConc,Gd,1473,Ex,Y,1484,0,0,1484,1,7,2,606,TA,Y,35,5,2010,WD
55000,70,Gtl,2Story,4,5,Slab,NA,0,Fa,N,372,720,0,1092,0,7,0,0,NA,N,0,7,2010,WD
302000,NA,Sev,1Story,7,5,CBlock,Gd,1643,TA,Y,1824,0,0,1824,1,5,2,739,TA,Y,48,6,2007,WD
254000,48,Gtl,1Story,8,5,PConc,Gd,1324,Ex,Y,1324,0,0,1324,1,6,2,550,TA,Y,38,12,2009,WD
179540,65,Gtl,2Story,7,5,PConc,Gd,728,Ex,Y,728,728,0,1456,0,8,2,400,TA,Y,24,7,2007,New
109900,NA,Gtl,1Story,5,7,PConc,TA,876,TA,Y,904,0,0,904,0,6,1,408,TA,Y,0,12,2008,WD
52000,56,Gtl,1Story,3,6,CBlock,TA,270,Gd,Y,729,0,0,729,0,5,0,0,NA,N,0,7,2008,WD
102776,66,Mod,1.5Fin,4,7,Stone,TA,859,Gd,Y,859,319,0,1178,0,7,1,384,TA,N,0,1,2010,WD
189000,40,Gtl,1Story,8,5,PConc,Gd,1228,Gd,Y,1228,0,0,1228,1,5,2,472,TA,Y,120,10,2008,WD
129000,60,Gtl,1Story,4,5,CBlock,TA,960,TA,N,960,0,0,960,1,6,2,576,TA,Y,288,5,2006,WD
130500,NA,Gtl,2Story,6,8,CBlock,TA,725,Ex,Y,725,754,0,1479,0,6,2,475,TA,Y,44,3,2010,WD
165000,78,Gtl,1Story,6,5,CBlock,Gd,1064,TA,Y,1350,0,0,1350,0,7,2,478,TA,Y,0,8,2009,WD
159500,60,Gtl,2Story,7,8,BrkTil,TA,718,Ex,Y,1576,978,0,2554,0,8,2,704,TA,P,48,7,2007,WD
157000,80,Gtl,1Story,5,6,CBlock,Gd,1176,Gd,Y,1178,0,0,1178,0,5,2,439,TA,Y,0,11,2008,WD
341000,96,Gtl,2Story,7,5,PConc,Gd,1311,Ex,Y,1325,1093,0,2418,1,9,3,983,TA,Y,154,8,2008,WD
128500,69,Gtl,1Story,5,6,CBlock,Gd,971,TA,Y,971,0,0,971,0,5,1,300,TA,Y,0,5,2006,WD
275000,NA,Mod,1Story,8,5,PConc,Gd,1742,TA,Y,1742,0,0,1742,1,5,2,564,TA,Y,28,12,2006,WD
143000,NA,Gtl,1Story,6,5,PConc,Gd,848,Ex,Y,848,0,0,848,1,3,2,420,TA,Y,0,5,2010,WD
124500,70,Gtl,1Story,4,7,CBlock,TA,864,Ex,Y,864,0,0,864,0,5,2,463,TA,Y,0,7,2009,WD
135000,60,Gtl,1.5Fin,4,6,PConc,TA,941,Ex,Y,997,473,0,1470,0,7,1,548,TA,Y,0,5,2008,WD
320000,86,Gtl,1Story,9,5,PConc,Ex,1698,Ex,Y,1698,0,0,1698,1,8,3,768,TA,Y,64,2,2009,WD
120500,60,Gtl,1Story,4,6,CBlock,TA,864,TA,Y,864,0,0,864,0,5,2,660,TA,Y,0,11,2009,WD
222000,NA,Gtl,1Story,6,9,CBlock,Gd,880,Ex,Y,1680,0,0,1680,1,5,2,540,TA,Y,44,12,2009,WD
194500,64,Gtl,1Story,7,5,PConc,Gd,1232,Ex,Y,1232,0,0,1232,1,6,2,632,TA,Y,0,2,2009,WD
110000,85,Gtl,1Story,5,5,CBlock,TA,1584,TA,Y,1776,0,0,1776,1,9,3,888,TA,Y,25,7,2009,COD
103000,52,Gtl,1.5Fin,4,5,CBlock,TA,780,TA,Y,848,0,360,1208,0,5,2,539,TA,Y,23,1,2009,WD
236500,39,Gtl,1Story,8,5,PConc,Gd,1595,Ex,Y,1616,0,0,1616,1,5,2,608,TA,Y,152,3,2010,WD
187500,73,Gtl,SLvl,7,5,PConc,Ex,868,Ex,Y,1146,0,0,1146,1,6,2,438,TA,Y,22,5,2007,WD
222500,75,Gtl,2Story,7,5,PConc,Gd,1153,Ex,Y,1153,878,0,2031,0,8,2,541,TA,Y,84,7,2008,WD
131400,80,Gtl,1Story,5,6,CBlock,TA,864,Ex,Y,1144,0,0,1144,1,6,1,264,TA,Y,0,3,2009,WD
108000,NA,Gtl,1Story,5,5,PConc,TA,948,TA,Y,948,0,0,948,0,6,1,300,TA,Y,0,5,2007,WD
163000,60,Gtl,2.5Unf,7,7,BrkTil,Gd,880,Fa,N,880,888,0,1768,0,6,2,320,TA,N,341,10,2006,WD
93500,60,Gtl,1Story,3,4,CBlock,NA,0,Gd,N,1040,0,0,1040,0,6,2,400,TA,Y,0,7,2006,WD
239900,72,Gtl,2Story,8,5,PConc,Gd,893,Ex,Y,901,900,0,1801,0,8,3,800,TA,Y,116,6,2006,WD
179000,60,Gtl,1Story,5,5,CBlock,Gd,1200,TA,Y,1200,0,0,1200,3,5,0,0,NA,Y,0,3,2009,WD
190000,65,Gtl,2Story,7,5,PConc,Gd,864,Ex,Y,864,864,0,1728,0,7,2,572,TA,Y,56,4,2009,WD
132000,60,Gtl,2Story,5,7,BrkTil,Fa,264,Ex,Y,768,664,0,1432,0,7,2,360,Gd,Y,0,5,2007,WD
142000,65,Gtl,1Story,6,8,CBlock,TA,912,Gd,Y,912,0,0,912,1,5,1,288,TA,Y,0,5,2008,WD
179000,65,Gtl,1Story,7,5,PConc,Gd,1349,Ex,Y,1349,0,0,1349,0,6,2,539,TA,Y,55,12,2007,WD
175000,70,Gtl,SLvl,5,6,CBlock,Gd,520,Ex,Y,1464,0,0,1464,0,6,2,480,TA,Y,0,10,2009,WD
180000,41,Gtl,1Story,8,5,PConc,Gd,1337,Gd,Y,1337,0,0,1337,1,5,2,462,TA,Y,0,10,2008,WD
299800,NA,Gtl,2Story,8,9,CBlock,TA,1142,Ex,Y,1175,1540,0,2715,0,11,2,831,TA,Y,204,7,2008,WD
236000,NA,Gtl,2Story,7,5,PConc,Gd,952,Ex,Y,980,1276,0,2256,0,8,2,554,TA,Y,54,4,2009,WD
265979,65,Gtl,2Story,7,7,Stone,TA,1240,TA,N,1320,1320,0,2640,0,8,4,864,TA,N,0,5,2009,WD
260400,59,Gtl,1Story,7,5,PConc,Gd,1720,Ex,Y,1720,0,0,1720,1,7,2,527,TA,Y,56,3,2010,WD
98000,50,Gtl,1.5Fin,4,3,Slab,NA,0,TA,N,1088,441,0,1529,0,9,1,240,TA,N,0,4,2009,WD
96500,55,Gtl,1.5Fin,4,7,BrkTil,TA,576,Gd,Y,792,348,0,1140,0,7,0,0,NA,N,160,6,2010,WD
162000,NA,Gtl,2Story,7,5,PConc,Gd,660,Ex,Y,660,660,0,1320,0,6,2,400,TA,Y,48,8,2007,WD
217000,79,Gtl,1Story,6,5,PConc,Gd,1479,Ex,Y,1494,0,0,1494,1,6,2,576,TA,Y,27,7,2006,WD
275500,80,Gtl,2Story,8,5,PConc,Gd,1030,Gd,Y,1038,1060,0,2098,0,8,3,878,TA,Y,52,3,2006,WD
156000,61,Gtl,1Story,6,8,CBlock,TA,1026,Gd,Y,1026,0,0,1026,1,5,2,440,TA,Y,48,7,2009,WD
172500,34,Gtl,2Story,6,5,PConc,Gd,729,Gd,Y,742,729,0,1471,0,6,2,440,TA,Y,24,3,2009,WD
212000,68,Gtl,2Story,8,5,PConc,Gd,866,Ex,Y,866,902,0,1768,0,7,2,578,TA,Y,105,4,2009,WD
158900,NA,Gtl,2Story,6,5,CBlock,TA,672,TA,Y,672,714,0,1386,0,6,2,440,TA,Y,0,4,2010,WD
179400,24,Gtl,2Story,7,5,PConc,Gd,744,Gd,Y,757,744,0,1501,0,6,2,440,TA,Y,0,8,2008,WD
290000,65,Gtl,2Story,8,5,PConc,Gd,1318,Ex,Y,1328,1203,0,2531,0,9,3,752,TA,Y,98,11,2007,WD
127500,70,Gtl,1Story,6,6,CBlock,TA,864,Ex,Y,864,0,0,864,0,5,1,300,Ex,Y,0,10,2009,WD
100000,60,Gtl,1Story,5,5,PConc,TA,1145,TA,Y,1301,0,0,1301,0,5,2,440,TA,Y,0,10,2009,WD
215200,72,Gtl,2Story,7,5,PConc,Gd,756,Ex,Y,764,783,0,1547,0,7,2,614,TA,Y,45,6,2010,Con
337000,82,Gtl,2Story,8,5,PConc,Gd,1252,Ex,Y,1268,1097,0,2365,1,8,3,856,TA,Y,128,7,2009,WD
270000,30,Gtl,1Story,8,5,PConc,Gd,1494,Ex,Y,1494,0,0,1494,1,6,2,481,TA,Y,30,4,2006,WD
264132,75,Gtl,1Story,9,5,PConc,Gd,1498,Ex,Y,1506,0,0,1506,0,6,2,592,TA,Y,174,8,2008,New
196500,80,Gtl,2Story,7,5,CBlock,Gd,980,TA,Y,980,734,0,1714,0,7,2,496,TA,Y,66,3,2010,WD
160000,75,Gtl,1.5Fin,6,7,CBlock,Gd,983,Ex,Y,983,767,0,1750,1,7,1,423,TA,Y,0,7,2008,WD
216837,70,Gtl,1Story,7,5,PConc,Gd,1860,Ex,Y,1836,0,0,1836,0,8,2,484,TA,Y,33,10,2006,WD
538000,47,Mod,2Story,8,5,PConc,Gd,1650,Ex,Y,1690,1589,0,3279,1,12,3,841,TA,Y,36,6,2010,WD
134900,NA,Gtl,SFoyer,5,5,CBlock,Gd,858,TA,Y,858,0,0,858,1,5,2,576,TA,Y,0,4,2009,WD
102000,67,Gtl,1Story,4,5,CBlock,Fa,836,TA,Y,1220,0,0,1220,0,6,2,396,TA,Y,0,4,2006,COD
107000,94,Gtl,SLvl,6,5,CBlock,TA,1029,TA,Y,1117,0,0,1117,1,6,2,672,TA,Y,0,3,2010,WD
114500,70,Gtl,1Story,5,5,CBlock,TA,912,Ex,Y,912,0,0,912,0,5,1,275,TA,Y,0,7,2007,COD
395000,110,Gtl,1Story,8,5,PConc,Gd,1935,Gd,Y,1973,0,0,1973,0,9,3,895,TA,Y,45,7,2007,New
162000,32,Gtl,1Story,6,5,PConc,Ex,1204,Ex,Y,1204,0,0,1204,1,5,2,412,TA,Y,247,6,2009,WD
221500,86,Gtl,1Story,7,5,PConc,Gd,1614,Ex,Y,1614,0,0,1614,0,7,3,865,TA,Y,59,7,2006,New
142500,100,Gtl,1Story,5,5,CBlock,TA,864,TA,Y,894,0,0,894,1,5,2,440,TA,Y,0,6,2006,WD
144000,60,Gtl,1Story,5,5,Slab,NA,0,TA,Y,2020,0,0,2020,0,10,2,630,TA,Y,0,10,2007,WD
135000,78,Gtl,SFoyer,6,5,CBlock,Gd,975,TA,Y,1004,0,0,1004,1,4,2,504,TA,Y,0,5,2006,WD
176000,63,Gtl,1Story,7,5,PConc,Gd,1237,Gd,Y,1253,0,0,1253,0,6,2,402,TA,Y,21,6,2007,WD
175900,65,Gtl,2Story,6,5,PConc,Gd,761,Ex,Y,810,793,0,1603,0,7,2,484,TA,Y,124,7,2006,WD
187100,67,Gtl,1Story,7,5,PConc,Gd,1413,Ex,Y,1430,0,0,1430,0,6,2,605,TA,Y,33,6,2009,WD
165500,NA,Gtl,SFoyer,5,6,PConc,Gd,1097,Ex,Y,1110,0,0,1110,1,4,2,602,TA,Y,30,7,2009,WD
128000,35,Gtl,2.5Unf,6,6,CBlock,TA,742,Ex,Y,742,742,0,1484,0,9,0,0,NA,Y,291,6,2008,WD
161500,NA,Gtl,1Story,6,5,CBlock,TA,1372,TA,Y,1342,0,0,1342,0,7,2,457,TA,Y,0,9,2009,WD
139000,60,Gtl,1.5Fin,5,6,PConc,Fa,686,TA,Y,966,686,0,1652,1,7,1,416,TA,Y,0,6,2010,WD
233000,76,Gtl,2Story,7,5,PConc,Gd,956,Ex,Y,956,1128,0,2084,1,8,2,618,TA,Y,45,1,2010,WD
107900,50,Gtl,1Story,4,7,CBlock,TA,901,Ex,Y,901,0,0,901,0,4,1,281,TA,Y,0,8,2008,WD
187500,NA,Gtl,2Story,6,8,CBlock,TA,832,Gd,Y,976,1111,0,2087,0,9,2,444,TA,Y,168,7,2007,WD
160200,43,Gtl,1Story,7,5,PConc,Gd,1145,Ex,Y,1145,0,0,1145,0,5,2,397,TA,Y,16,9,2009,WD
146800,NA,Gtl,SLvl,6,5,PConc,Gd,1029,TA,Y,1062,0,0,1062,1,5,2,539,TA,Y,0,5,2007,WD
269790,92,Gtl,2Story,7,5,PConc,Gd,1117,Ex,Y,1127,886,0,2013,1,8,2,455,TA,Y,130,6,2007,WD
